ID,Sire,Dam,Sex,Cand
J010Y172,J900E121,J900C238,Male,0
J010Y262,J900E121,J900C238,Female,0
J010Y430,J900E121,J900C238,Male,0
J010Y618,J900E121,J900C238,Female,0
J010Y692,J900E121,J900C238,Male,0
J010Y731,J900E121,J900C238,Male,0
J010Y760,J900E121,J900C238,Male,0
J010Y821,J900E121,J900C238,Female,0
J010Y878,J900E121,J900C238,Female,0
J010Y919,J900E121,J900C238,Male,0
J010X083,J900E121,J900C238,Female,0
J010X158,J900E121,J900C238,Female,0
J010X301,J900E121,J900C238,Female,0
J010X530,J900E121,J900C238,Male,0
J010X533,J900E121,J900C238,Female,0
J010X635,J900E121,J900C238,Male,0
J010C099,J900E121,J900C238,Male,0
J010C142,J900E121,J900C238,Female,0
J010C209,J900E121,J900C238,Male,0
J010C216,J900E121,J900C238,Male,0
J010C308,J900E121,J900C238,Female,0
J010C317,J900E121,J900C238,Male,0
J010C388,J900E121,J900C238,Male,0
J010C438,J900E121,J900C238,Male,0
J010C668,J900E121,J900C238,Male,0
J010C711,J900E121,J900C238,Male,0
J010C870,J900E121,J900C238,Male,0
J010C947,J900E121,J900C238,Male,0
J010C995,J900E121,J900C238,Female,0
J010D081,J900E121,J900C238,Female,0
J010D317,J900E121,J900C238,Female,0
J010D318,J900E121,J900C238,Female,0
J010D393,J900E121,J900C238,Male,0
J010D463,J900E121,J900C238,Female,0
J010D480,J900E121,J900C238,Female,0
J010D497,J900E121,J900C238,Female,0
J010D755,J900E121,J900C238,Female,0
J010D768,J900E121,J900C238,Male,0
J010D869,J900E121,J900C238,Female,0
J010D939,J900E121,J900C238,Female,0
J010D947,J900E121,J900C238,Male,0
J010Y105,J900E121,J900Y961,Female,0
J010Y176,J900E121,J900Y961,Female,0
J010Y268,J900E121,J900Y961,Female,0
J010Y465,J900E121,J900Y961,Female,0
J010Y512,J900E121,J900Y961,Male,0
J010Y581,J900E121,J900Y961,Male,0
J010Y584,J900E121,J900Y961,Female,0
J010Y664,J900E121,J900Y961,Female,0
J010Y668,J900E121,J900Y961,Male,0
J010Y698,J900E121,J900Y961,Female,0
J010Y815,J900E121,J900Y961,Female,0
J010Y918,J900E121,J900Y961,Male,0
J010Y954,J900E121,J900Y961,Female,0
J010Y966,J900E121,J900Y961,Female,0
J010X024,J900E121,J900Y961,Female,0
J010X119,J900E121,J900Y961,Female,0
J010X292,J900E121,J900Y961,Female,0
J010X344,J900E121,J900Y961,Female,0
J010X393,J900E121,J900Y961,Male,0
J010X488,J900E121,J900Y961,Female,0
J010X557,J900E121,J900Y961,Male,0
J010X585,J900E121,J900Y961,Male,0
J010X718,J900E121,J900Y961,Female,0
J010X764,J900E121,J900Y961,Male,0
J010X800,J900E121,J900Y961,Female,0
J010X805,J900E121,J900Y961,Male,0
J010X858,J900E121,J900Y961,Female,0
J010C010,J900E121,J900Y961,Female,0
J010C153,J900E121,J900Y961,Female,0
J010C207,J900E121,J900Y961,Female,0
J010C224,J900E121,J900Y961,Female,0
J010C233,J900E121,J900Y961,Female,0
J010C254,J900E121,J900Y961,Male,0
J010C488,J900E121,J900Y961,Male,0
J010C541,J900E121,J900Y961,Male,0
J010C553,J900E121,J900Y961,Female,0
J010C571,J900E121,J900Y961,Male,0
J010C753,J900E121,J900Y961,Female,0
J010C877,J900E121,J900Y961,Male,0
J010C878,J900E121,J900Y961,Male,0
J010D007,J900E121,J900Y961,Female,0
J010D204,J900E121,J900Y961,Female,0
J010D377,J900E121,J900Y961,Male,0
J010D420,J900E121,J900Y961,Female,0
J010D421,J900E121,J900Y961,Female,0
J010D432,J900E121,J900Y961,Female,0
J010D468,J900E121,J900Y961,Male,0
J010D588,J900E121,J900Y961,Female,0
J0100154,J900E121,J900Y961,Female,0
J010Y069,J900X884,J900C937,Female,0
J010Y093,J900X884,J900C937,Female,0
J010Y283,J900X884,J900C937,Female,0
J010Y329,J900X884,J900C937,Female,0
J010Y496,J900X884,J900C937,Female,0
J010Y625,J900X884,J900C937,Female,0
J010Y703,J900X884,J900C937,Female,0
J010X027,J900X884,J900C937,Male,0
J010X297,J900X884,J900C937,Female,0
J010X334,J900X884,J900C937,Male,0
J010X540,J900X884,J900C937,Female,0
J010X577,J900X884,J900C937,Female,0
J010X650,J900X884,J900C937,Female,0
J010X666,J900X884,J900C937,Female,0
J010X751,J900X884,J900C937,Female,0
J010X783,J900X884,J900C937,Female,0
J010X789,J900X884,J900C937,Female,0
J010X811,J900X884,J900C937,Male,0
J010X868,J900X884,J900C937,Male,0
J010X946,J900X884,J900C937,Female,0
J010X963,J900X884,J900C937,Female,0
J010C173,J900X884,J900C937,Male,0
J010C179,J900X884,J900C937,Female,0
J010C342,J900X884,J900C937,Male,0
J010C348,J900X884,J900C937,Male,0
J010C472,J900X884,J900C937,Female,0
J010C505,J900X884,J900C937,Female,0
J010C693,J900X884,J900C937,Female,0
J010C696,J900X884,J900C937,Male,0
J010C720,J900X884,J900C937,Female,0
J010C740,J900X884,J900C937,Male,0
J010C820,J900X884,J900C937,Male,0
J010C977,J900X884,J900C937,Female,0
J010D249,J900X884,J900C937,Female,0
J010D334,J900X884,J900C937,Male,0
J010D478,J900X884,J900C937,Female,0
J010D483,J900X884,J900C937,Female,0
J010D673,J900X884,J900C937,Male,0
J010D699,J900X884,J900C937,Female,0
J010D874,J900X884,J900C937,Female,0
J010D875,J900X884,J900C937,Female,0
J010D902,J900X884,J900C937,Male,0
J010D909,J900X884,J900C937,Female,0
J0100145,J900X884,J900C937,Female,0
J0100146,J900X884,J900C937,Female,0
J010Y434,J900X884,J900C175,Male,0
J010Y452,J900X884,J900C175,Male,0
J010Y500,J900X884,J900C175,Male,0
J010Y614,J900X884,J900C175,Male,0
J010Y621,J900X884,J900C175,Female,0
J010Y656,J900X884,J900C175,Female,0
J010Y779,J900X884,J900C175,Female,0
J010Y861,J900X884,J900C175,Female,0
J010Y870,J900X884,J900C175,Female,0
J010Y970,J900X884,J900C175,Female,0
J010X022,J900X884,J900C175,Female,0
J010X097,J900X884,J900C175,Female,0
J010X146,J900X884,J900C175,Male,0
J010X248,J900X884,J900C175,Female,0
J010X442,J900X884,J900C175,Male,0
J010X491,J900X884,J900C175,Male,0
J010X570,J900X884,J900C175,Male,0
J010X645,J900X884,J900C175,Male,0
J010X715,J900X884,J900C175,Female,0
J010X759,J900X884,J900C175,Female,0
J010X802,J900X884,J900C175,Male,0
J010X869,J900X884,J900C175,Male,0
J010X883,J900X884,J900C175,Male,0
J010X934,J900X884,J900C175,Male,0
J010C018,J900X884,J900C175,Female,0
J010C159,J900X884,J900C175,Male,0
J010C214,J900X884,J900C175,Male,0
J010C331,J900X884,J900C175,Female,0
J010C549,J900X884,J900C175,Male,0
J010C605,J900X884,J900C175,Female,0
J010C759,J900X884,J900C175,Female,0
J010D026,J900X884,J900C175,Female,0
J010D089,J900X884,J900C175,Male,0
J010D199,J900X884,J900C175,Female,0
J010D213,J900X884,J900C175,Male,0
J010D314,J900X884,J900C175,Female,0
J010D632,J900X884,J900C175,Male,0
J010D682,J900X884,J900C175,Female,0
J010D685,J900X884,J900C175,Female,0
J010D759,J900X884,J900C175,Male,0
J010D812,J900X884,J900C175,Female,0
J010D842,J900X884,J900C175,Male,0
J0100092,J900X884,J900C175,Female,0
J010Y073,J900Y911,J900X158,Female,0
J010Y108,J900Y911,J900X158,Female,0
J010Y525,J900Y911,J900X158,Female,0
J010Y749,J900Y911,J900X158,Female,0
J010X034,J900Y911,J900X158,Female,0
J010X207,J900Y911,J900X158,Male,0
J010X209,J900Y911,J900X158,Male,0
J010X471,J900Y911,J900X158,Male,0
J010X513,J900Y911,J900X158,Male,0
J010X546,J900Y911,J900X158,Male,0
J010X591,J900Y911,J900X158,Female,0
J010X646,J900Y911,J900X158,Female,0
J010X763,J900Y911,J900X158,Male,0
J010C232,J900Y911,J900X158,Female,0
J010C255,J900Y911,J900X158,Female,0
J010C274,J900Y911,J900X158,Male,0
J010C420,J900Y911,J900X158,Female,0
J010C535,J900Y911,J900X158,Male,0
J010C581,J900Y911,J900X158,Female,0
J010C650,J900Y911,J900X158,Female,0
J010C684,J900Y911,J900X158,Female,0
J010C703,J900Y911,J900X158,Female,0
J010C713,J900Y911,J900X158,Female,0
J010C868,J900Y911,J900X158,Female,0
J010C935,J900Y911,J900X158,Female,0
J010D047,J900Y911,J900X158,Female,0
J010D112,J900Y911,J900X158,Male,0
J010D226,J900Y911,J900X158,Female,0
J010D349,J900Y911,J900X158,Female,0
J010D419,J900Y911,J900X158,Male,0
J010D556,J900Y911,J900X158,Male,0
J010D592,J900Y911,J900X158,Female,0
J010D953,J900Y911,J900X158,Female,0
J0100015,J900Y911,J900X158,Female,0
J010Y066,J900Y911,J900X260,Female,0
J010Y140,J900Y911,J900X260,Male,0
J010Y200,J900Y911,J900X260,Female,0
J010Y240,J900Y911,J900X260,Female,0
J010Y830,J900Y911,J900X260,Female,0
J010Y835,J900Y911,J900X260,Male,0
J010X171,J900Y911,J900X260,Male,0
J010X418,J900Y911,J900X260,Female,0
J010X579,J900Y911,J900X260,Female,0
J010X814,J900Y911,J900X260,Male,0
J010C211,J900Y911,J900X260,Male,0
J010C264,J900Y911,J900X260,Female,0
J010C271,J900Y911,J900X260,Female,0
J010C418,J900Y911,J900X260,Female,0
J010C976,J900Y911,J900X260,Female,0
J010D899,J900Y911,J900X260,Female,0
J010D969,J900Y911,J900X260,Female,0
J0100094,J900Y911,J900X260,Female,0
J010Y078,J900C497,J900D257,Male,0
J010Y317,J900C497,J900D257,Male,0
J010Y319,J900C497,J900D257,Male,0
J010Y575,J900C497,J900D257,Female,0
J010Y683,J900C497,J900D257,Female,0
J010Y897,J900C497,J900D257,Male,0
J010X044,J900C497,J900D257,Female,0
J010X203,J900C497,J900D257,Female,0
J010X426,J900C497,J900D257,Female,0
J010X535,J900C497,J900D257,Male,0
J010X803,J900C497,J900D257,Male,0
J010X952,J900C497,J900D257,Female,0
J010C120,J900C497,J900D257,Female,0
J010C507,J900C497,J900D257,Female,0
J010C600,J900C497,J900D257,Male,0
J010C822,J900C497,J900D257,Male,0
J010D115,J900C497,J900D257,Male,0
J010D495,J900C497,J900D257,Male,0
J0100067,J900C497,J900D257,Female,0
J010Y141,J900C497,J900C990,Female,0
J010Y174,J900C497,J900C990,Male,0
J010Y190,J900C497,J900C990,Female,0
J010Y264,J900C497,J900C990,Male,0
J010Y405,J900C497,J900C990,Female,0
J010Y422,J900C497,J900C990,Male,0
J010Y700,J900C497,J900C990,Female,0
J010Y718,J900C497,J900C990,Male,0
J010Y737,J900C497,J900C990,Male,0
J010Y873,J900C497,J900C990,Male,0
J010Y976,J900C497,J900C990,Female,0
J010Y979,J900C497,J900C990,Male,0
J010Y991,J900C497,J900C990,Female,0
J010X033,J900C497,J900C990,Female,0
J010X042,J900C497,J900C990,Male,0
J010X174,J900C497,J900C990,Female,0
J010X217,J900C497,J900C990,Male,0
J010X747,J900C497,J900C990,Female,0
J010X796,J900C497,J900C990,Female,0
J010C032,J900C497,J900C990,Male,0
J010C126,J900C497,J900C990,Female,0
J010C278,J900C497,J900C990,Female,0
J010C358,J900C497,J900C990,Female,0
J010C416,J900C497,J900C990,Female,0
J010C636,J900C497,J900C990,Male,0
J010C645,J900C497,J900C990,Female,0
J010C648,J900C497,J900C990,Female,0
J010C907,J900C497,J900C990,Male,0
J010C946,J900C497,J900C990,Male,0
J010D054,J900C497,J900C990,Female,0
J010D251,J900C497,J900C990,Female,0
J010D430,J900C497,J900C990,Female,0
J010D452,J900C497,J900C990,Female,0
J010D555,J900C497,J900C990,Female,0
J010D802,J900C497,J900C990,Female,0
J010D813,J900C497,J900C990,Male,0
J010D815,J900C497,J900C990,Female,0
J010D879,J900C497,J900C990,Male,0
J010D979,J900C497,J900C990,Female,0
J0100016,J900C497,J900C990,Female,0
J010Y155,J900X411,J900C860,Female,0
J010Y279,J900X411,J900C860,Male,0
J010Y351,J900X411,J900C860,Male,0
J010Y356,J900X411,J900C860,Male,0
J010Y373,J900X411,J900C860,Male,0
J010Y377,J900X411,J900C860,Male,0
J010Y388,J900X411,J900C860,Male,0
J010Y450,J900X411,J900C860,Male,0
J010Y543,J900X411,J900C860,Female,0
J010Y587,J900X411,J900C860,Female,0
J010Y593,J900X411,J900C860,Female,0
J010Y738,J900X411,J900C860,Male,0
J010Y826,J900X411,J900C860,Male,0
J010Y981,J900X411,J900C860,Female,0
J010X054,J900X411,J900C860,Female,0
J010X075,J900X411,J900C860,Male,0
J010X088,J900X411,J900C860,Male,0
J010X229,J900X411,J900C860,Female,0
J010X276,J900X411,J900C860,Male,0
J010X351,J900X411,J900C860,Male,0
J010X420,J900X411,J900C860,Male,0
J010X429,J900X411,J900C860,Female,0
J010X443,J900X411,J900C860,Female,0
J010X749,J900X411,J900C860,Male,0
J010C056,J900X411,J900C860,Female,0
J010C057,J900X411,J900C860,Male,0
J010C103,J900X411,J900C860,Female,0
J010C196,J900X411,J900C860,Female,0
J010C289,J900X411,J900C860,Male,0
J010C311,J900X411,J900C860,Female,0
J010C350,J900X411,J900C860,Female,0
J010C374,J900X411,J900C860,Male,0
J010C429,J900X411,J900C860,Female,0
J010C478,J900X411,J900C860,Female,0
J010C573,J900X411,J900C860,Female,0
J010C598,J900X411,J900C860,Female,0
J010C662,J900X411,J900C860,Female,0
J010C708,J900X411,J900C860,Male,0
J010C744,J900X411,J900C860,Male,0
J010C819,J900X411,J900C860,Male,0
J010C939,J900X411,J900C860,Male,0
J010D138,J900X411,J900C860,Male,0
J010D179,J900X411,J900C860,Female,0
J010D192,J900X411,J900C860,Female,0
J010D201,J900X411,J900C860,Male,0
J010D219,J900X411,J900C860,Male,0
J010D360,J900X411,J900C860,Female,0
J010D391,J900X411,J900C860,Female,0
J010D441,J900X411,J900C860,Female,0
J010D570,J900X411,J900C860,Female,0
J010D736,J900X411,J900C860,Male,0
J010D767,J900X411,J900C860,Female,0
J010D830,J900X411,J900C860,Male,0
J010Y025,J900X411,J900D000,Female,0
J010Y043,J900X411,J900D000,Female,0
J010Y103,J900X411,J900D000,Female,0
J010Y248,J900X411,J900D000,Male,0
J010Y250,J900X411,J900D000,Female,0
J010Y305,J900X411,J900D000,Female,0
J010Y335,J900X411,J900D000,Male,0
J010Y429,J900X411,J900D000,Female,0
J010Y574,J900X411,J900D000,Female,0
J010Y809,J900X411,J900D000,Male,0
J010Y876,J900X411,J900D000,Female,0
J010Y899,J900X411,J900D000,Male,0
J010Y926,J900X411,J900D000,Male,0
J010Y994,J900X411,J900D000,Female,0
J010X029,J900X411,J900D000,Female,0
J010X071,J900X411,J900D000,Male,0
J010X148,J900X411,J900D000,Male,0
J010X454,J900X411,J900D000,Female,0
J010X456,J900X411,J900D000,Male,0
J010X502,J900X411,J900D000,Male,0
J010X519,J900X411,J900D000,Male,0
J010X548,J900X411,J900D000,Female,0
J010X642,J900X411,J900D000,Female,0
J010X700,J900X411,J900D000,Female,0
J010X705,J900X411,J900D000,Female,0
J010X726,J900X411,J900D000,Male,0
J010X976,J900X411,J900D000,Female,0
J010X990,J900X411,J900D000,Male,0
J010C185,J900X411,J900D000,Female,0
J010C244,J900X411,J900D000,Female,0
J010C265,J900X411,J900D000,Male,0
J010C322,J900X411,J900D000,Female,0
J010C409,J900X411,J900D000,Female,0
J010C471,J900X411,J900D000,Female,0
J010C480,J900X411,J900D000,Male,0
J010C641,J900X411,J900D000,Female,0
J010C653,J900X411,J900D000,Female,0
J010C664,J900X411,J900D000,Male,0
J010C764,J900X411,J900D000,Female,0
J010C938,J900X411,J900D000,Male,0
J010C968,J900X411,J900D000,Female,0
J010C996,J900X411,J900D000,Male,0
J010D031,J900X411,J900D000,Male,0
J010D075,J900X411,J900D000,Female,0
J010D166,J900X411,J900D000,Male,0
J010D325,J900X411,J900D000,Female,0
J010D342,J900X411,J900D000,Female,0
J010D350,J900X411,J900D000,Female,0
J010D597,J900X411,J900D000,Male,0
J010D667,J900X411,J900D000,Female,0
J010D691,J900X411,J900D000,Male,0
J010D756,J900X411,J900D000,Female,0
J010D782,J900X411,J900D000,Female,0
J010D785,J900X411,J900D000,Female,0
J010D854,J900X411,J900D000,Female,0
J010D961,J900X411,J900D000,Female,0
J010D970,J900X411,J900D000,Male,0
J0100120,J900X411,J900D000,Female,0
J0100121,J900X411,J900D000,Female,0
J010Y675,J900X411,J900Y574,Female,0
J010Y843,J900X411,J900Y574,Male,0
J010Y982,J900X411,J900Y574,Female,0
J010X052,J900X411,J900Y574,Male,0
J010X312,J900X411,J900Y574,Female,0
J010X323,J900X411,J900Y574,Male,0
J010X935,J900X411,J900Y574,Female,0
J010C072,J900X411,J900Y574,Male,0
J010C127,J900X411,J900Y574,Female,0
J010C387,J900X411,J900Y574,Male,0
J010C608,J900X411,J900Y574,Female,0
J010C651,J900X411,J900Y574,Female,0
J010C967,J900X411,J900Y574,Female,0
J010D008,J900X411,J900Y574,Male,0
J010D071,J900X411,J900Y574,Female,0
J010D221,J900X411,J900Y574,Male,0
J010D269,J900X411,J900Y574,Female,0
J010D286,J900X411,J900Y574,Female,0
J010D380,J900X411,J900Y574,Female,0
J010D408,J900X411,J900Y574,Male,0
J010D608,J900X411,J900Y574,Male,0
J010D637,J900X411,J900Y574,Male,0
J010D698,J900X411,J900Y574,Male,0
J010D751,J900X411,J900Y574,Female,0
J010D766,J900X411,J900Y574,Male,0
J010D915,J900X411,J900Y574,Female,0
J010D950,J900X411,J900Y574,Female,0
J010Y271,J900C201,J900C141,Male,0
J010Y275,J900C201,J900C141,Male,0
J010Y468,J900C201,J900C141,Male,0
J010Y497,J900C201,J900C141,Female,0
J010Y768,J900C201,J900C141,Male,0
J010Y905,J900C201,J900C141,Female,0
J010Y959,J900C201,J900C141,Male,0
J010X013,J900C201,J900C141,Male,0
J010X053,J900C201,J900C141,Male,0
J010X105,J900C201,J900C141,Female,0
J010X138,J900C201,J900C141,Female,0
J010X199,J900C201,J900C141,Female,0
J010X379,J900C201,J900C141,Male,0
J010X674,J900C201,J900C141,Female,0
J010X865,J900C201,J900C141,Female,0
J010X898,J900C201,J900C141,Female,0
J010X904,J900C201,J900C141,Male,0
J010C107,J900C201,J900C141,Male,0
J010C122,J900C201,J900C141,Female,0
J010C123,J900C201,J900C141,Male,0
J010C154,J900C201,J900C141,Female,0
J010C400,J900C201,J900C141,Male,0
J010C563,J900C201,J900C141,Female,0
J010C579,J900C201,J900C141,Female,0
J010C587,J900C201,J900C141,Male,0
J010C592,J900C201,J900C141,Female,0
J010C593,J900C201,J900C141,Male,0
J010C656,J900C201,J900C141,Female,0
J010C719,J900C201,J900C141,Female,0
J010C892,J900C201,J900C141,Male,0
J010C917,J900C201,J900C141,Female,0
J010C989,J900C201,J900C141,Female,0
J010D056,J900C201,J900C141,Male,0
J010D126,J900C201,J900C141,Female,0
J010D301,J900C201,J900C141,Female,0
J010D403,J900C201,J900C141,Male,0
J010D439,J900C201,J900C141,Female,0
J010D593,J900C201,J900C141,Female,0
J010D743,J900C201,J900C141,Male,0
J010D873,J900C201,J900C141,Female,0
J010D882,J900C201,J900C141,Female,0
J010D945,J900C201,J900C141,Male,0
J010Y061,J900C201,J900C325,Male,0
J010Y094,J900C201,J900C325,Female,0
J010Y198,J900C201,J900C325,Male,0
J010Y502,J900C201,J900C325,Female,0
J010Y604,J900C201,J900C325,Female,0
J010Y612,J900C201,J900C325,Female,0
J010X051,J900C201,J900C325,Male,0
J010X111,J900C201,J900C325,Female,0
J010X115,J900C201,J900C325,Female,0
J010X434,J900C201,J900C325,Female,0
J010X439,J900C201,J900C325,Female,0
J010X522,J900C201,J900C325,Male,0
J010X563,J900C201,J900C325,Female,0
J010X625,J900C201,J900C325,Female,0
J010X630,J900C201,J900C325,Female,0
J010X676,J900C201,J900C325,Male,0
J010X925,J900C201,J900C325,Female,0
J010C226,J900C201,J900C325,Male,0
J010C330,J900C201,J900C325,Male,0
J010C338,J900C201,J900C325,Female,0
J010C353,J900C201,J900C325,Female,0
J010C421,J900C201,J900C325,Female,0
J010C422,J900C201,J900C325,Male,0
J010C561,J900C201,J900C325,Female,0
J010C987,J900C201,J900C325,Male,0
J010D164,J900C201,J900C325,Female,0
J010D203,J900C201,J900C325,Female,0
J010D340,J900C201,J900C325,Male,0
J010D354,J900C201,J900C325,Female,0
J010D454,J900C201,J900C325,Female,0
J010D467,J900C201,J900C325,Male,0
J010D566,J900C201,J900C325,Female,0
J010D657,J900C201,J900C325,Female,0
J010D705,J900C201,J900C325,Female,0
J010D722,J900C201,J900C325,Male,0
J010D774,J900C201,J900C325,Female,0
J010D833,J900C201,J900C325,Male,0
J010D868,J900C201,J900C325,Female,0
J0100116,J900C201,J900C325,Male,0
J0100117,J900C201,J900C325,Male,0
J010Y001,J900C201,J900X811,Male,0
J010Y004,J900C201,J900X811,Female,0
J010Y049,J900C201,J900X811,Female,0
J010Y128,J900C201,J900X811,Male,0
J010Y138,J900C201,J900X811,Female,0
J010Y169,J900C201,J900X811,Male,0
J010Y341,J900C201,J900X811,Female,0
J010Y403,J900C201,J900X811,Female,0
J010Y437,J900C201,J900X811,Male,0
J010Y483,J900C201,J900X811,Female,0
J010Y552,J900C201,J900X811,Female,0
J010Y633,J900C201,J900X811,Male,0
J010Y640,J900C201,J900X811,Male,0
J010Y707,J900C201,J900X811,Male,0
J010Y825,J900C201,J900X811,Male,0
J010Y828,J900C201,J900X811,Male,0
J010Y846,J900C201,J900X811,Male,0
J010Y949,J900C201,J900X811,Female,0
J010Y998,J900C201,J900X811,Male,0
J010X038,J900C201,J900X811,Female,0
J010X069,J900C201,J900X811,Female,0
J010X082,J900C201,J900X811,Male,0
J010X127,J900C201,J900X811,Female,0
J010X352,J900C201,J900X811,Female,0
J010X371,J900C201,J900X811,Female,0
J010X412,J900C201,J900X811,Male,0
J010X686,J900C201,J900X811,Female,0
J010X689,J900C201,J900X811,Male,0
J010X711,J900C201,J900X811,Male,0
J010X919,J900C201,J900X811,Female,0
J010X945,J900C201,J900X811,Female,0
J010X979,J900C201,J900X811,Female,0
J010X981,J900C201,J900X811,Male,0
J010C086,J900C201,J900X811,Female,0
J010C158,J900C201,J900X811,Male,0
J010C197,J900C201,J900X811,Male,0
J010C335,J900C201,J900X811,Male,0
J010C373,J900C201,J900X811,Male,0
J010C395,J900C201,J900X811,Female,0
J010C497,J900C201,J900X811,Female,0
J010C499,J900C201,J900X811,Female,0
J010C555,J900C201,J900X811,Female,0
J010C580,J900C201,J900X811,Female,0
J010C595,J900C201,J900X811,Female,0
J010C699,J900C201,J900X811,Female,0
J010C735,J900C201,J900X811,Female,0
J010C762,J900C201,J900X811,Female,0
J010C771,J900C201,J900X811,Female,0
J010C813,J900C201,J900X811,Male,0
J010C932,J900C201,J900X811,Male,0
J010D030,J900C201,J900X811,Female,0
J010D620,J900C201,J900X811,Female,0
J010D831,J900C201,J900X811,Male,0
J010D852,J900C201,J900X811,Female,0
J010D855,J900C201,J900X811,Male,0
J010D891,J900C201,J900X811,Female,0
J010D917,J900C201,J900X811,Male,0
J010D938,J900C201,J900X811,Female,0
J010D985,J900C201,J900X811,Female,0
J0100138,J900C201,J900X811,Female,0
J010Y000,J900D388,J900Y741,Male,0
J010Y006,J900D388,J900Y741,Male,0
J010Y243,J900D388,J900Y741,Female,0
J010Y296,J900D388,J900Y741,Male,0
J010Y338,J900D388,J900Y741,Male,0
J010Y384,J900D388,J900Y741,Female,0
J010Y423,J900D388,J900Y741,Male,0
J010Y424,J900D388,J900Y741,Male,0
J010Y498,J900D388,J900Y741,Male,0
J010Y576,J900D388,J900Y741,Male,0
J010Y579,J900D388,J900Y741,Female,0
J010Y617,J900D388,J900Y741,Male,0
J010Y652,J900D388,J900Y741,Female,0
J010Y720,J900D388,J900Y741,Female,0
J010Y785,J900D388,J900Y741,Female,0
J010Y927,J900D388,J900Y741,Female,0
J010Y990,J900D388,J900Y741,Male,0
J010X122,J900D388,J900Y741,Female,0
J010X191,J900D388,J900Y741,Female,0
J010X564,J900D388,J900Y741,Female,0
J010X627,J900D388,J900Y741,Male,0
J010X678,J900D388,J900Y741,Male,0
J010X778,J900D388,J900Y741,Female,0
J010X988,J900D388,J900Y741,Female,0
J010C059,J900D388,J900Y741,Male,0
J010C139,J900D388,J900Y741,Female,0
J010C187,J900D388,J900Y741,Female,0
J010C201,J900D388,J900Y741,Female,0
J010C204,J900D388,J900Y741,Male,0
J010C222,J900D388,J900Y741,Female,0
J010C263,J900D388,J900Y741,Female,0
J010C270,J900D388,J900Y741,Female,0
J010C286,J900D388,J900Y741,Female,0
J010C339,J900D388,J900Y741,Female,0
J010C359,J900D388,J900Y741,Female,0
J010C364,J900D388,J900Y741,Male,0
J010C517,J900D388,J900Y741,Female,0
J010C619,J900D388,J900Y741,Female,0
J010C697,J900D388,J900Y741,Male,0
J010C827,J900D388,J900Y741,Female,0
J010C890,J900D388,J900Y741,Female,0
J010C912,J900D388,J900Y741,Female,0
J010C945,J900D388,J900Y741,Female,0
J010C952,J900D388,J900Y741,Male,0
J010D001,J900D388,J900Y741,Female,0
J010D101,J900D388,J900Y741,Male,0
J010D130,J900D388,J900Y741,Female,0
J010D142,J900D388,J900Y741,Female,0
J010D395,J900D388,J900Y741,Female,0
J010D553,J900D388,J900Y741,Male,0
J010D615,J900D388,J900Y741,Female,0
J010D681,J900D388,J900Y741,Female,0
J010D701,J900D388,J900Y741,Female,0
J010D735,J900D388,J900Y741,Female,0
J010D742,J900D388,J900Y741,Male,0
J010D776,J900D388,J900Y741,Male,0
J010D797,J900D388,J900Y741,Female,0
J010D835,J900D388,J900Y741,Female,0
J010D859,J900D388,J900Y741,Male,0
J010D921,J900D388,J900Y741,Female,0
J010D925,J900D388,J900Y741,Female,0
J0100059,J900D388,J900Y741,Female,0
J0100060,J900D388,J900Y741,Female,0
J010Y067,J900D388,J900X189,Female,0
J010Y075,J900D388,J900X189,Female,0
J010Y109,J900D388,J900X189,Male,0
J010Y303,J900D388,J900X189,Male,0
J010Y391,J900D388,J900X189,Male,0
J010Y599,J900D388,J900X189,Female,0
J010Y629,J900D388,J900X189,Female,0
J010Y839,J900D388,J900X189,Female,0
J010X149,J900D388,J900X189,Female,0
J010X205,J900D388,J900X189,Female,0
J010X286,J900D388,J900X189,Male,0
J010X296,J900D388,J900X189,Male,0
J010X340,J900D388,J900X189,Male,0
J010X448,J900D388,J900X189,Female,0
J010X451,J900D388,J900X189,Female,0
J010X652,J900D388,J900X189,Female,0
J010X962,J900D388,J900X189,Female,0
J010C034,J900D388,J900X189,Female,0
J010C091,J900D388,J900X189,Female,0
J010C522,J900D388,J900X189,Male,0
J010C526,J900D388,J900X189,Male,0
J010C559,J900D388,J900X189,Male,0
J010C584,J900D388,J900X189,Female,0
J010C635,J900D388,J900X189,Male,0
J010C736,J900D388,J900X189,Male,0
J010D168,J900D388,J900X189,Male,0
J010D338,J900D388,J900X189,Female,0
J010D431,J900D388,J900X189,Female,0
J0100088,J900D388,J900X189,Female,0
J010Y054,J900D388,J900C985,Female,0
J010Y255,J900D388,J900C985,Male,0
J010Y307,J900D388,J900C985,Female,0
J010Y447,J900D388,J900C985,Male,0
J010Y474,J900D388,J900C985,Female,0
J010Y517,J900D388,J900C985,Male,0
J010Y944,J900D388,J900C985,Female,0
J010Y950,J900D388,J900C985,Female,0
J010X135,J900D388,J900C985,Female,0
J010X280,J900D388,J900C985,Female,0
J010X303,J900D388,J900C985,Male,0
J010X330,J900D388,J900C985,Female,0
J010X384,J900D388,J900C985,Male,0
J010X467,J900D388,J900C985,Male,0
J010X589,J900D388,J900C985,Male,0
J010X593,J900D388,J900C985,Male,0
J010X716,J900D388,J900C985,Female,0
J010X776,J900D388,J900C985,Male,0
J010X791,J900D388,J900C985,Female,0
